salesdate,productid,region,freeship,discount,itemssold,update_time
11/22/2024,139,c,0,2.683,122,2024-11-23 07:57 AM
11/22/2024,85,a,1,3.211,215,2024-11-23 07:57 AM
11/22/2024,101,c,0,2.923,199,2024-11-23 07:57 AM
11/22/2024,209,b,0,1.372,5,2024-11-23 07:57 AM
11/22/2024,131,b,1,5.596,144,2024-11-23 07:57 AM
11/22/2024,153,b,1,0.149,64,2024-11-23 07:57 AM
11/22/2024,121,e,0,3.91,174,2024-11-23 07:57 AM
11/22/2024,98,b,0,7.505,111,2024-11-23 07:57 AM
11/22/2024,194,e,0,3.757,29,2024-11-23 07:57 AM
11/22/2024,118,c,0,8.786,120,2024-11-23 07:57 AM
11/22/2024,134,a,1,9.732,144,2024-11-23 07:57 AM
11/22/2024,108,a,0,7.078,133,2024-11-23 07:57 AM
11/22/2024,127,a,0,3.97,47,2024-11-23 07:57 AM
11/22/2024,24,a,0,4.451,206,2024-11-23 07:57 AM
11/22/2024,246,d,0,3.972,211,2024-11-23 07:57 AM
11/22/2024,22,e,0,5.667,190,2024-11-23 07:57 AM
11/22/2024,103,b,1,1.663,1,2024-11-23 07:57 AM
11/22/2024,33,a,1,6.168,126,2024-11-23 07:57 AM
11/22/2024,266,e,1,6.9,21,2024-11-23 07:57 AM
11/22/2024,259,e,1,7.923,22,2024-11-23 07:57 AM
11/22/2024,250,e,0,6.514,99,2024-11-23 07:57 AM
11/22/2024,22,a,0,1.905,172,2024-11-23 07:57 AM
11/22/2024,69,e,1,0.669,131,2024-11-23 07:57 AM
11/22/2024,57,c,1,1.623,65,2024-11-23 07:57 AM
11/22/2024,31,b,1,7.576,7,2024-11-23 07:57 AM
11/22/2024,50,d,0,3.981,144,2024-11-23 07:57 AM
11/22/2024,259,a,0,8.317,184,2024-11-23 07:57 AM
11/22/2024,188,c,0,4.603,40,2024-11-23 07:57 AM
11/22/2024,226,b,0,5.481,34,2024-11-23 07:57 AM
11/22/2024,27,c,1,2.643,215,2024-11-23 07:57 AM
11/22/2024,187,c,1,9.067,141,2024-11-23 07:57 AM
11/22/2024,232,c,1,2.654,44,2024-11-23 07:57 AM
11/22/2024,298,e,1,4.456,133,2024-11-23 07:57 AM
11/22/2024,37,a,1,5.096,97,2024-11-23 07:57 AM
11/22/2024,180,a,0,0.137,86,2024-11-23 07:57 AM
11/22/2024,191,b,0,3.511,90,2024-11-23 07:57 AM
11/22/2024,220,e,1,7.323,11,2024-11-23 07:57 AM
11/22/2024,152,e,1,5.142,177,2024-11-23 07:57 AM
11/22/2024,254,b,0,7.699,189,2024-11-23 07:57 AM
11/22/2024,255,d,0,5.491,14,2024-11-23 07:57 AM
11/22/2024,70,a,1,9.648,198,2024-11-23 07:57 AM
11/22/2024,39,e,1,9.914,206,2024-11-23 07:57 AM
11/22/2024,153,a,1,3.315,207,2024-11-23 07:57 AM
11/22/2024,33,a,1,2.129,195,2024-11-23 07:57 AM
11/22/2024,54,a,0,9.45,88,2024-11-23 07:57 AM
11/22/2024,180,d,1,2.788,72,2024-11-23 07:57 AM
11/22/2024,271,e,0,4.778,115,2024-11-23 07:57 AM
11/22/2024,111,d,1,7.954,32,2024-11-23 07:57 AM
11/22/2024,112,e,1,3.759,179,2024-11-23 07:57 AM
11/22/2024,296,b,0,8.887,23,2024-11-23 07:57 AM
11/22/2024,141,c,0,8.887,150,2024-11-23 07:57 AM
11/22/2024,106,d,0,9.503,27,2024-11-23 07:57 AM
11/22/2024,106,b,0,0.09,33,2024-11-23 07:57 AM
11/22/2024,43,b,0,2.98,14,2024-11-23 07:57 AM
11/22/2024,100,b,0,6.317,105,2024-11-23 07:57 AM
11/22/2024,60,d,1,6.823,71,2024-11-23 07:57 AM
11/22/2024,99,b,1,9.043,43,2024-11-23 07:57 AM
11/22/2024,287,c,0,5.691,106,2024-11-23 07:57 AM
11/22/2024,212,e,1,1.531,179,2024-11-23 07:57 AM
11/22/2024,173,b,0,0.669,47,2024-11-23 07:57 AM
11/22/2024,293,a,0,1.358,116,2024-11-23 07:57 AM
11/22/2024,238,e,1,5.397,140,2024-11-23 07:57 AM
11/22/2024,218,b,0,0.278,39,2024-11-23 07:57 AM
11/22/2024,125,d,1,5.39,3,2024-11-23 07:57 AM
11/22/2024,99,a,0,1.927,7,2024-11-23 07:57 AM
11/22/2024,120,e,0,2.384,100,2024-11-23 07:57 AM
11/22/2024,157,c,0,2.013,56,2024-11-23 07:57 AM
11/22/2024,146,b,0,9.105,16,2024-11-23 07:57 AM
11/22/2024,159,d,0,9.515,174,2024-11-23 07:57 AM
11/22/2024,282,c,1,2.969,8,2024-11-23 07:57 AM
11/22/2024,176,d,1,1.263,35,2024-11-23 07:57 AM
11/22/2024,252,e,0,9.798,211,2024-11-23 07:57 AM
11/22/2024,287,c,0,5.51,92,2024-11-23 07:57 AM
11/22/2024,250,e,1,3.815,94,2024-11-23 07:57 AM
11/22/2024,275,b,0,0.587,203,2024-11-23 07:57 AM
11/22/2024,163,d,1,1.773,50,2024-11-23 07:57 AM
11/22/2024,39,e,1,9.879,176,2024-11-23 07:57 AM
11/22/2024,153,e,0,2.768,25,2024-11-23 07:57 AM
11/22/2024,240,d,1,0.81,160,2024-11-23 07:57 AM
11/22/2024,210,a,1,3.658,154,2024-11-23 07:57 AM
11/22/2024,255,e,1,1.622,148,2024-11-23 07:57 AM
11/22/2024,281,d,0,3.867,27,2024-11-23 07:57 AM
11/22/2024,44,b,1,3.404,24,2024-11-23 07:57 AM
11/22/2024,227,d,0,6.477,195,2024-11-23 07:57 AM
11/22/2024,50,b,0,3.105,75,2024-11-23 07:57 AM
11/22/2024,268,c,1,9.592,144,2024-11-23 07:57 AM
11/22/2024,58,d,1,9.721,114,2024-11-23 07:57 AM
11/22/2024,49,a,1,2.856,157,2024-11-23 07:57 AM
11/22/2024,46,a,1,2.337,197,2024-11-23 07:57 AM
11/22/2024,223,c,1,2.141,197,2024-11-23 07:57 AM
11/22/2024,130,a,0,1.637,186,2024-11-23 07:57 AM
11/22/2024,43,c,1,7.075,71,2024-11-23 07:57 AM
11/22/2024,239,b,0,5.754,49,2024-11-23 07:57 AM
11/22/2024,186,d,1,4.389,121,2024-11-23 07:57 AM
11/22/2024,240,a,1,8.851,191,2024-11-23 07:57 AM
11/22/2024,173,d,1,8.629,111,2024-11-23 07:57 AM
11/22/2024,125,b,1,4.227,155,2024-11-23 07:57 AM
11/22/2024,88,d,1,3.504,114,2024-11-23 07:57 AM
11/22/2024,153,b,1,7.197,2,2024-11-23 07:57 AM
11/22/2024,174,e,0,2.795,140,2024-11-23 07:57 AM
11/22/2024,174,a,1,5.381,221,2024-11-23 07:57 AM
11/22/2024,274,a,0,3.47,80,2024-11-23 07:57 AM
11/22/2024,172,e,1,8.668,214,2024-11-23 07:57 AM
11/22/2024,161,d,1,2.339,88,2024-11-23 07:57 AM
11/22/2024,260,c,0,2.423,78,2024-11-23 07:57 AM
11/22/2024,217,b,1,1.08,80,2024-11-23 07:57 AM
11/22/2024,283,a,1,2.242,197,2024-11-23 07:57 AM
11/22/2024,41,b,1,8.363,168,2024-11-23 07:57 AM
11/22/2024,71,e,1,4.801,81,2024-11-23 07:57 AM
11/22/2024,105,d,0,7.51,92,2024-11-23 07:57 AM
11/22/2024,112,a,1,9.916,85,2024-11-23 07:57 AM
11/22/2024,64,a,1,8.493,90,2024-11-23 07:57 AM
11/22/2024,178,d,1,2.884,144,2024-11-23 07:57 AM
11/22/2024,213,a,0,7.756,140,2024-11-23 07:57 AM
11/22/2024,50,d,0,9.453,69,2024-11-23 07:57 AM
11/22/2024,152,b,0,2.806,205,2024-11-23 07:57 AM
11/22/2024,206,e,1,0.989,20,2024-11-23 07:57 AM
11/22/2024,26,b,1,4.991,18,2024-11-23 07:57 AM
11/22/2024,176,a,0,3.978,29,2024-11-23 07:57 AM
11/22/2024,59,c,0,6.077,148,2024-11-23 07:57 AM
11/22/2024,210,d,0,2.761,161,2024-11-23 07:57 AM
11/22/2024,204,a,0,9.622,136,2024-11-23 07:57 AM
11/22/2024,31,c,1,3.212,78,2024-11-23 07:57 AM
11/22/2024,76,c,1,2.918,66,2024-11-23 07:57 AM
11/22/2024,24,b,0,8.259,127,2024-11-23 07:57 AM
11/22/2024,250,b,0,3.405,102,2024-11-23 07:57 AM
11/22/2024,198,c,0,7.253,130,2024-11-23 07:57 AM
11/22/2024,85,c,1,5.465,31,2024-11-23 07:57 AM
11/22/2024,243,b,0,5.101,113,2024-11-23 07:57 AM
11/22/2024,203,a,0,8.536,66,2024-11-23 07:57 AM
11/22/2024,68,b,1,8.005,124,2024-11-23 07:57 AM
11/22/2024,128,b,1,6.644,199,2024-11-23 07:57 AM
11/22/2024,229,e,1,8.502,60,2024-11-23 07:57 AM
11/22/2024,135,e,0,2.732,10,2024-11-23 07:57 AM
11/22/2024,276,d,0,9.204,153,2024-11-23 07:57 AM
11/22/2024,152,d,1,3.007,157,2024-11-23 07:57 AM
11/22/2024,167,c,0,8.488,75,2024-11-23 07:57 AM
11/22/2024,224,c,1,9.645,74,2024-11-23 07:57 AM
11/22/2024,272,d,1,1.415,78,2024-11-23 07:57 AM
11/22/2024,251,b,1,1.575,40,2024-11-23 07:57 AM
11/22/2024,78,b,1,1.096,143,2024-11-23 07:57 AM
11/22/2024,135,d,1,7.254,85,2024-11-23 07:57 AM
11/22/2024,171,d,0,2.796,50,2024-11-23 07:57 AM
11/22/2024,24,a,0,8.938,104,2024-11-23 07:57 AM
11/22/2024,51,a,1,0.761,156,2024-11-23 07:57 AM
11/22/2024,222,b,0,3.529,203,2024-11-23 07:57 AM
11/22/2024,33,b,0,2.586,143,2024-11-23 07:57 AM
11/22/2024,211,e,1,3.477,40,2024-11-23 07:57 AM
11/22/2024,106,b,1,7.62,211,2024-11-23 07:57 AM
11/22/2024,145,e,1,4.004,189,2024-11-23 07:57 AM
11/22/2024,109,a,1,3.261,33,2024-11-23 07:57 AM
11/22/2024,78,e,0,5.689,86,2024-11-23 07:57 AM
11/22/2024,162,b,0,0.427,144,2024-11-23 07:57 AM
11/22/2024,32,a,1,4.596,60,2024-11-23 07:57 AM
11/22/2024,219,a,1,7.146,29,2024-11-23 07:57 AM
11/22/2024,201,a,1,7.552,125,2024-11-23 07:57 AM
11/22/2024,164,e,1,0.191,194,2024-11-23 07:57 AM
11/22/2024,24,d,1,1.38,112,2024-11-23 07:57 AM
11/22/2024,93,e,0,9.752,154,2024-11-23 07:57 AM
11/22/2024,184,d,0,8.655,127,2024-11-23 07:57 AM
11/22/2024,62,a,0,1.402,110,2024-11-23 07:57 AM
11/22/2024,142,a,0,4.782,9,2024-11-23 07:57 AM
11/22/2024,177,b,1,0.673,37,2024-11-23 07:57 AM
11/22/2024,204,d,1,1.815,5,2024-11-23 07:57 AM
11/22/2024,214,c,1,1.365,113,2024-11-23 07:57 AM
11/22/2024,188,b,0,4.098,168,2024-11-23 07:57 AM
11/22/2024,80,a,0,3.221,133,2024-11-23 07:57 AM
11/22/2024,58,c,1,5.9,136,2024-11-23 07:57 AM
11/22/2024,225,d,0,5.014,178,2024-11-23 07:57 AM
11/22/2024,59,c,0,4.865,32,2024-11-23 07:57 AM
11/22/2024,142,d,1,1.189,177,2024-11-23 07:57 AM
11/22/2024,143,b,1,6.307,110,2024-11-23 07:57 AM
11/22/2024,266,e,1,9.378,197,2024-11-23 07:57 AM
11/22/2024,121,c,1,5.248,220,2024-11-23 07:57 AM
11/22/2024,27,d,1,6.229,27,2024-11-23 07:57 AM
11/22/2024,138,a,0,5.114,157,2024-11-23 07:57 AM
11/22/2024,239,e,1,8.951,78,2024-11-23 07:57 AM
11/22/2024,40,c,0,4.577,177,2024-11-23 07:57 AM
11/22/2024,246,e,1,6.406,196,2024-11-23 07:57 AM
11/22/2024,78,d,1,4.269,185,2024-11-23 07:57 AM
11/22/2024,268,a,1,2.49,68,2024-11-23 07:57 AM
11/22/2024,27,b,0,0.901,172,2024-11-23 07:57 AM
11/22/2024,174,e,1,7.511,175,2024-11-23 07:57 AM
11/22/2024,159,b,1,0.72,67,2024-11-23 07:57 AM
11/22/2024,200,e,1,5.932,202,2024-11-23 07:57 AM
11/22/2024,185,a,1,4.217,123,2024-11-23 07:57 AM
11/22/2024,264,b,1,8.851,97,2024-11-23 07:57 AM
11/22/2024,174,a,0,0.345,39,2024-11-23 07:57 AM
11/22/2024,33,e,0,7.16,100,2024-11-23 07:57 AM
11/22/2024,211,e,1,7.587,185,2024-11-23 07:57 AM
11/22/2024,129,c,0,7.585,109,2024-11-23 07:57 AM
11/22/2024,77,b,0,6.263,218,2024-11-23 07:57 AM
11/22/2024,193,a,1,6.283,216,2024-11-23 07:57 AM
11/22/2024,227,b,0,6.089,26,2024-11-23 07:57 AM
11/22/2024,160,c,1,3.394,165,2024-11-23 07:57 AM
11/22/2024,82,c,1,2.408,178,2024-11-23 07:57 AM
11/22/2024,80,d,1,6.712,146,2024-11-23 07:57 AM
11/22/2024,279,e,1,3.648,39,2024-11-23 07:57 AM
11/22/2024,146,a,0,1.613,181,2024-11-23 07:57 AM
11/22/2024,253,a,1,3.523,181,2024-11-23 07:57 AM
11/22/2024,147,b,1,3.584,171,2024-11-23 07:57 AM
11/22/2024,66,e,1,0.739,45,2024-11-23 07:57 AM
11/22/2024,237,a,1,8.817,44,2024-11-23 07:57 AM
11/22/2024,85,d,0,2.136,6,2024-11-23 07:57 AM
11/22/2024,283,d,0,8.834,127,2024-11-23 07:57 AM
11/22/2024,146,a,1,2.789,41,2024-11-23 07:57 AM
11/22/2024,26,b,0,1.152,143,2024-11-23 07:57 AM
11/22/2024,184,c,0,0.632,187,2024-11-23 07:57 AM
11/22/2024,171,a,0,0.683,214,2024-11-23 07:57 AM
11/22/2024,147,e,0,4.269,216,2024-11-23 07:57 AM
11/22/2024,269,c,1,6.468,48,2024-11-23 07:57 AM
11/22/2024,224,b,1,9.659,212,2024-11-23 07:57 AM
11/22/2024,218,b,0,2.096,53,2024-11-23 07:57 AM
11/23/2024,180,b,0,4.291,142,2024-11-24 12:05 AM
11/23/2024,283,c,0,6.235,87,2024-11-24 12:05 AM
11/23/2024,193,a,0,3.267,45,2024-11-24 12:05 AM
11/23/2024,135,d,0,0.569,62,2024-11-24 12:05 AM
11/23/2024,222,a,0,5.56,22,2024-11-24 12:05 AM
11/23/2024,162,a,1,0.688,71,2024-11-24 12:05 AM
11/23/2024,126,c,0,2.314,171,2024-11-24 12:05 AM
11/23/2024,57,e,1,7.609,45,2024-11-24 12:05 AM
11/23/2024,268,c,1,6.131,27,2024-11-24 12:05 AM
11/23/2024,30,d,1,8.869,131,2024-11-24 12:05 AM
11/23/2024,290,c,1,9.554,37,2024-11-24 12:05 AM
11/23/2024,265,b,1,0.586,217,2024-11-24 12:05 AM
11/23/2024,50,c,1,3.62,209,2024-11-24 12:05 AM
11/23/2024,70,c,1,3.815,202,2024-11-24 12:05 AM
11/23/2024,229,b,1,2.974,98,2024-11-24 12:05 AM
11/23/2024,119,d,1,4.274,167,2024-11-24 12:05 AM
11/23/2024,279,c,0,7.888,29,2024-11-24 12:05 AM
11/23/2024,250,e,0,8.8,185,2024-11-24 12:05 AM
11/23/2024,125,d,0,2.7,179,2024-11-24 12:05 AM
11/23/2024,157,e,0,9.753,177,2024-11-24 12:05 AM
11/23/2024,70,c,0,5.658,55,2024-11-24 12:05 AM
11/23/2024,261,a,1,9.032,82,2024-11-24 12:05 AM
11/23/2024,84,c,1,5.7,121,2024-11-24 12:05 AM
11/23/2024,125,e,0,5.979,99,2024-11-24 12:05 AM
11/23/2024,134,b,0,8.828,185,2024-11-24 12:05 AM
11/23/2024,129,d,1,1.538,48,2024-11-24 12:05 AM
11/23/2024,88,d,1,6.584,191,2024-11-24 12:05 AM
11/23/2024,148,b,0,1.028,13,2024-11-24 12:05 AM
11/23/2024,78,e,0,0.733,125,2024-11-24 12:05 AM
11/23/2024,264,b,1,2.925,30,2024-11-24 12:05 AM
11/23/2024,202,e,0,7.188,159,2024-11-24 12:05 AM
11/23/2024,74,c,0,4.06,220,2024-11-24 12:05 AM
11/23/2024,89,d,0,8.143,110,2024-11-24 12:05 AM
11/23/2024,200,c,0,0.078,143,2024-11-24 12:05 AM
11/23/2024,258,b,0,5.534,164,2024-11-24 12:05 AM
11/23/2024,107,e,1,1.228,89,2024-11-24 12:05 AM
11/23/2024,296,e,0,8.255,25,2024-11-24 12:05 AM
11/23/2024,270,e,0,7.262,110,2024-11-24 12:05 AM
11/23/2024,228,d,0,1.604,128,2024-11-24 12:05 AM
11/23/2024,292,c,0,3.323,145,2024-11-24 12:05 AM
11/23/2024,165,e,0,5.901,165,2024-11-24 12:05 AM
11/23/2024,171,c,0,3.675,202,2024-11-24 12:05 AM
11/23/2024,278,c,0,9.244,160,2024-11-24 12:05 AM
11/23/2024,158,b,0,2.682,150,2024-11-24 12:05 AM
11/23/2024,115,c,1,1.652,194,2024-11-24 12:05 AM
11/23/2024,44,d,1,0.811,131,2024-11-24 12:05 AM
11/23/2024,114,c,0,1.489,19,2024-11-24 12:05 AM
11/23/2024,244,c,1,6.755,66,2024-11-24 12:05 AM
11/23/2024,150,b,1,2.429,138,2024-11-24 12:05 AM
11/23/2024,24,c,0,6.572,35,2024-11-24 12:05 AM
11/23/2024,148,a,0,0.207,42,2024-11-24 12:05 AM
11/23/2024,273,d,1,4.661,218,2024-11-24 12:05 AM
11/23/2024,210,a,0,7.286,95,2024-11-24 12:05 AM
11/23/2024,212,e,1,5.121,211,2024-11-24 12:05 AM
11/23/2024,115,d,1,3.785,38,2024-11-24 12:05 AM
11/23/2024,216,a,1,5.904,44,2024-11-24 12:05 AM
11/23/2024,140,d,1,2.973,79,2024-11-24 12:05 AM
11/23/2024,278,b,1,3.812,107,2024-11-24 12:05 AM
11/23/2024,243,c,1,7.911,206,2024-11-24 12:05 AM
11/23/2024,206,a,0,8.772,106,2024-11-24 12:05 AM
11/23/2024,77,d,1,6.126,218,2024-11-24 12:05 AM
11/23/2024,225,a,0,5.32,166,2024-11-24 12:05 AM
11/23/2024,224,c,1,1.422,26,2024-11-24 12:05 AM
11/23/2024,270,e,0,4.809,145,2024-11-24 12:05 AM
11/23/2024,151,c,1,3.993,140,2024-11-24 12:05 AM
11/23/2024,75,b,0,5.949,142,2024-11-24 12:05 AM
11/23/2024,26,c,1,2.807,200,2024-11-24 12:05 AM
11/23/2024,275,b,0,9.23,72,2024-11-24 12:05 AM
11/23/2024,157,e,0,6.855,217,2024-11-24 12:05 AM
11/23/2024,166,c,0,7.822,48,2024-11-24 12:05 AM
11/23/2024,129,c,0,4.258,130,2024-11-24 12:05 AM
11/23/2024,139,d,1,6.139,130,2024-11-24 12:05 AM
11/23/2024,61,c,0,1.384,119,2024-11-24 12:05 AM
11/23/2024,28,d,0,0.861,185,2024-11-24 12:05 AM
11/23/2024,253,c,0,6.853,192,2024-11-24 12:05 AM
11/23/2024,96,a,1,4.227,5,2024-11-24 12:05 AM
11/23/2024,110,b,1,2.828,121,2024-11-24 12:05 AM
11/23/2024,193,b,1,7.817,61,2024-11-24 12:05 AM
11/23/2024,254,d,0,9.131,192,2024-11-24 12:05 AM
11/23/2024,22,a,1,3.534,76,2024-11-24 12:05 AM
11/23/2024,86,a,1,3.356,125,2024-11-24 12:05 AM
11/23/2024,23,e,1,2.635,189,2024-11-24 12:05 AM
11/23/2024,56,a,0,2.986,166,2024-11-24 12:05 AM
11/23/2024,129,c,0,4.482,60,2024-11-24 12:05 AM
11/23/2024,58,b,0,7.729,51,2024-11-24 12:05 AM
11/23/2024,27,e,1,7.776,132,2024-11-24 12:05 AM
11/23/2024,144,a,1,1.723,47,2024-11-24 12:05 AM
11/23/2024,56,d,0,0.816,36,2024-11-24 12:05 AM
11/23/2024,133,b,0,1.767,164,2024-11-24 12:05 AM
11/23/2024,85,e,1,7.669,133,2024-11-24 12:05 AM
11/23/2024,133,e,0,9.413,5,2024-11-24 12:05 AM
11/23/2024,96,e,0,8.854,144,2024-11-24 12:05 AM
11/23/2024,107,b,0,4.096,68,2024-11-24 12:05 AM
11/23/2024,213,e,0,2.729,6,2024-11-24 12:05 AM
11/23/2024,287,a,0,7.914,201,2024-11-24 12:05 AM
11/23/2024,205,a,0,0.871,114,2024-11-24 12:05 AM
11/23/2024,234,c,0,4.613,185,2024-11-24 12:05 AM
11/23/2024,97,b,0,6.938,43,2024-11-24 12:05 AM
11/23/2024,86,c,1,1.072,114,2024-11-24 12:05 AM
11/23/2024,224,e,0,6.958,214,2024-11-24 12:05 AM
11/23/2024,89,a,1,5.964,50,2024-11-24 12:05 AM
11/23/2024,34,a,0,7.825,19,2024-11-24 12:05 AM
11/23/2024,130,a,0,1.025,165,2024-11-24 12:05 AM
11/23/2024,81,b,1,4.833,84,2024-11-24 12:05 AM
11/23/2024,216,e,0,7.351,82,2024-11-24 12:05 AM
11/23/2024,116,b,1,8.123,22,2024-11-24 12:05 AM
11/23/2024,163,b,0,0.656,59,2024-11-24 12:05 AM
11/23/2024,130,e,0,0.325,208,2024-11-24 12:05 AM
11/23/2024,55,a,0,2.664,85,2024-11-24 12:05 AM
11/23/2024,169,e,0,4.02,111,2024-11-24 12:05 AM
11/23/2024,273,b,1,3.43,161,2024-11-24 12:05 AM
11/23/2024,234,a,1,9.887,206,2024-11-24 12:05 AM
11/23/2024,275,b,0,5.018,19,2024-11-24 12:05 AM
11/23/2024,221,e,1,8.047,33,2024-11-24 12:05 AM
11/23/2024,160,d,0,3.118,52,2024-11-24 12:05 AM
11/23/2024,27,b,0,0.389,41,2024-11-24 12:05 AM
11/23/2024,248,a,1,2.17,118,2024-11-24 12:05 AM
11/23/2024,132,c,1,5.462,148,2024-11-24 12:05 AM
11/23/2024,192,b,1,6.442,65,2024-11-24 12:05 AM
11/23/2024,182,e,1,2.32,50,2024-11-24 12:05 AM
11/23/2024,38,c,1,9.052,96,2024-11-24 12:05 AM
11/23/2024,133,d,1,7.578,90,2024-11-24 12:05 AM
11/23/2024,201,e,1,4.922,117,2024-11-24 12:05 AM
11/23/2024,57,c,0,2.154,197,2024-11-24 12:05 AM
11/23/2024,149,c,0,5.435,14,2024-11-24 12:05 AM
11/23/2024,215,d,1,6.016,81,2024-11-24 12:05 AM
11/23/2024,288,a,0,0.839,91,2024-11-24 12:05 AM
11/23/2024,214,e,1,5.658,184,2024-11-24 12:05 AM
11/23/2024,249,d,1,2.318,196,2024-11-24 12:05 AM
11/23/2024,55,a,1,3.125,194,2024-11-24 12:05 AM
11/23/2024,37,c,0,4.167,220,2024-11-24 12:05 AM
11/23/2024,208,a,0,1.841,181,2024-11-24 12:05 AM
11/23/2024,28,b,0,0.36,84,2024-11-24 12:05 AM
11/23/2024,43,b,1,6.439,128,2024-11-24 12:05 AM
11/23/2024,248,c,1,0.566,43,2024-11-24 12:05 AM
11/23/2024,114,d,0,9.238,102,2024-11-24 12:05 AM
11/23/2024,210,d,1,4.568,106,2024-11-24 12:05 AM
11/23/2024,38,c,0,9.303,188,2024-11-24 12:05 AM
11/23/2024,119,b,1,1.958,103,2024-11-24 12:05 AM
11/23/2024,181,a,1,3.785,203,2024-11-24 12:05 AM
11/23/2024,24,d,1,7.691,133,2024-11-24 12:05 AM
11/23/2024,148,a,0,0.314,146,2024-11-24 12:05 AM
11/23/2024,109,e,0,3.563,44,2024-11-24 12:05 AM
11/23/2024,136,b,1,3.894,36,2024-11-24 12:05 AM
11/23/2024,209,c,0,8.418,190,2024-11-24 12:05 AM
11/23/2024,153,d,0,1.087,13,2024-11-24 12:05 AM
11/23/2024,190,b,1,6.639,128,2024-11-24 12:05 AM
11/23/2024,27,b,0,1.517,124,2024-11-24 12:05 AM
11/23/2024,271,a,0,3.732,161,2024-11-24 12:05 AM
11/23/2024,198,a,0,8.142,211,2024-11-24 12:05 AM
11/23/2024,69,e,0,1.195,149,2024-11-24 12:05 AM
11/23/2024,67,d,0,8.264,22,2024-11-24 12:05 AM
11/23/2024,271,c,0,8.239,133,2024-11-24 12:05 AM
11/23/2024,36,d,1,8.346,32,2024-11-24 12:05 AM
11/23/2024,186,c,1,3.992,22,2024-11-24 12:05 AM
11/23/2024,205,c,1,8.194,173,2024-11-24 12:05 AM
11/23/2024,41,e,0,3.582,146,2024-11-24 12:05 AM
11/23/2024,104,c,1,0.804,61,2024-11-24 12:05 AM
11/23/2024,109,a,0,0.468,184,2024-11-24 12:05 AM
11/23/2024,92,a,1,9.873,177,2024-11-24 12:05 AM
11/23/2024,66,b,0,9.056,82,2024-11-24 12:05 AM
11/23/2024,265,e,1,9.163,219,2024-11-24 12:05 AM
11/23/2024,221,d,0,7.771,129,2024-11-24 12:05 AM
11/23/2024,197,e,1,5.546,97,2024-11-24 12:05 AM
11/23/2024,62,a,0,6.322,31,2024-11-24 12:05 AM
11/23/2024,176,b,1,6.539,153,2024-11-24 12:05 AM
11/23/2024,153,b,0,0.495,27,2024-11-24 12:05 AM
11/23/2024,102,a,0,5.902,209,2024-11-24 12:05 AM
11/23/2024,295,c,1,3.073,125,2024-11-24 12:05 AM
11/23/2024,120,e,0,3.078,184,2024-11-24 12:05 AM
11/23/2024,197,e,1,8.5,29,2024-11-24 12:05 AM
11/23/2024,166,d,1,1.851,93,2024-11-24 12:05 AM
11/23/2024,146,d,1,8.935,2,2024-11-24 12:05 AM
11/23/2024,267,c,1,9.48,151,2024-11-24 12:05 AM
11/23/2024,243,e,0,0.039,33,2024-11-24 12:05 AM
11/23/2024,140,d,0,7.086,206,2024-11-24 12:05 AM
11/23/2024,159,b,1,3.186,91,2024-11-24 12:05 AM
11/23/2024,52,e,0,9.676,97,2024-11-24 12:05 AM
11/23/2024,25,a,1,1.693,136,2024-11-24 12:05 AM
11/23/2024,285,c,0,1.905,8,2024-11-24 12:05 AM
11/23/2024,38,a,1,5.27,116,2024-11-24 12:05 AM
11/23/2024,184,c,0,4.882,132,2024-11-24 12:05 AM
11/23/2024,62,e,0,8.934,190,2024-11-24 12:05 AM
11/23/2024,275,b,1,0.833,94,2024-11-24 12:05 AM
11/23/2024,299,c,0,8.764,80,2024-11-24 12:05 AM
11/23/2024,188,b,1,2.681,2,2024-11-24 12:05 AM
11/23/2024,47,d,0,9.033,169,2024-11-24 12:05 AM
11/23/2024,206,d,1,2.46,82,2024-11-24 12:05 AM
11/23/2024,238,e,1,2.797,66,2024-11-24 12:05 AM
11/23/2024,167,c,0,0.578,153,2024-11-24 12:05 AM
11/23/2024,194,e,1,2.82,100,2024-11-24 12:05 AM
11/23/2024,39,e,1,4.3,148,2024-11-24 12:05 AM
11/23/2024,137,b,0,4.282,141,2024-11-24 12:05 AM
11/23/2024,90,b,0,3.779,12,2024-11-24 12:05 AM
11/23/2024,273,a,0,1.717,26,2024-11-24 12:05 AM
11/23/2024,195,e,0,1.517,200,2024-11-24 12:05 AM
11/23/2024,269,b,1,9.904,210,2024-11-24 12:05 AM
11/23/2024,71,c,0,9.793,178,2024-11-24 12:05 AM
11/23/2024,56,a,1,6.61,56,2024-11-24 12:05 AM
11/23/2024,110,a,1,0.615,17,2024-11-24 12:05 AM
11/23/2024,217,c,0,2.307,209,2024-11-24 12:05 AM
11/23/2024,139,c,0,2.399,58,2024-11-24 12:05 AM
11/23/2024,158,e,0,3.956,166,2024-11-24 12:05 AM
11/23/2024,125,b,0,3.788,147,2024-11-24 12:05 AM
11/23/2024,148,b,0,7.485,51,2024-11-24 12:05 AM
11/23/2024,93,e,1,0.666,125,2024-11-24 12:05 AM
11/23/2024,101,c,1,3.148,104,2024-11-24 12:05 AM
11/23/2024,287,a,0,9.092,47,2024-11-24 12:05 AM
11/23/2024,68,e,0,8.762,208,2024-11-24 12:05 AM
11/23/2024,59,c,0,2.707,213,2024-11-24 12:05 AM
